0,1,0,2054,1.6359175443649292,12.362903594970703,0.03271835088729858,0.24725807189941407
0,1,100,2054,1.4848893880844116,7.162628173828125,1.0872970481144149,27.09993395805359
0,1,200,2054,0.0010800687596201897,23.987606048583984,1.4417747830008738,32.856992130279544
0,1,0,2054,1.698941946029663,12.027545928955078,0.03397883892059326,0.24055091857910157
0,1,100,2054,0.002643145387992263,21.027790069580078,0.5660498477123201,26.89709410190582
0,1,200,2054,0.02348248101770878,16.702350616455078,1.5654747875414023,30.18803912639618
0,1,300,2054,0.4056485891342163,5.772502899169922,1.8106435709586366,16.451496481895447
0,1,400,2054,1.6133701801300049,4.336132049560547,1.342573857791722,12.754607019424439
0,1,500,2054,0.29575854539871216,4.833470344543457,2.311111119836569,11.372795519828797
0,1,600,2054,0.13716118037700653,7.542377471923828,1.78280552752316,12.014459843635558
0,1,700,2054,0.18632861971855164,6.00837516784668,1.4707028137147427,11.37611248254776
0,1,800,2054,0.7852219343185425,7.116422653198242,1.3989076276868582,12.40656047821045
0,1,900,2054,0.5862829089164734,5.4199957847595215,1.5624115137010812,10.987930067777633
0,1,1000,2054,1.350414752960205,8.443990707397461,1.4413195824623108,11.412117824554443
0,1,1100,2054,0.988142728805542,5.67245626449585,1.6488574002683163,10.422944588661194
0,1,1200,2054,0.9324917793273926,4.126131057739258,2.164322845451534,8.542506396770477
0,1,1300,2054,0.2844042181968689,5.843019962310791,2.2968567970395086,8.590801211595535
0,1,1400,2054,1.1584863662719727,3.6381335258483887,1.5810007733106612,8.190275764465332
0,1,1500,2054,1.223369836807251,3.135117292404175,2.270987932085991,7.190404009819031
0,1,1600,2054,0.6361040472984314,4.334903240203857,1.9288621973991393,7.112519710063935
0,1,1700,2054,1.1370346546173096,2.994452953338623,2.158420802950859,7.211316921710968
0,1,1800,2054,2.5407094955444336,1.8135501146316528,2.1701998674869536,6.7550497817993165
0,1,1900,2054,1.2722809314727783,3.01193904876709,2.137470382153988,6.628844742774963
0,1,2000,2054,0.5066283941268921,3.0383660793304443,2.0340456730127334,6.780274028778076
