1,100,1.3038438385725022
1,200,1.133930577635765
1,300,1.0897625368833541
1,400,1.028489606976509
2,100,0.9485136163234711
2,200,0.9253938516974449
2,300,0.9189758488535881
2,400,0.8976028153300285
3,100,0.8297051468491554
3,200,0.8130778247117996
3,300,0.8268612658977509
3,400,0.8177722725272178
4,100,0.6947147023677825
4,200,0.7369764539599418
4,300,0.7187445318698883
4,400,0.7219789215922355
5,100,0.6055749383568764
5,200,0.5937635715305806
5,300,0.5995412921905517
5,400,0.5838107662647962
6,100,0.4755883122980595
6,200,0.46894050896167755
6,300,0.5136292208731175
6,400,0.5168128982186317
7,100,0.36371175445616244
7,200,0.4176017966866493
7,300,0.37924714870750903
7,400,0.3581679289788008
8,100,0.25423381455242633
8,200,0.2939751813188195
8,300,0.31533467590808867
8,400,0.32512689009308815
9,100,0.20641289222985507
9,200,0.22760608730837703
9,300,0.22206662647426129
9,400,0.27062303993850945
10,100,0.14304677058942616
10,200,0.19731443969532847
10,300,0.2155422162078321
10,400,0.2223873596265912
