1,100,1.5633737194538115
1,200,1.366515399813652
1,300,1.3068709516525268
1,400,1.2657962602376938
2,100,1.2450169074535369
2,200,1.2467216849327087
2,300,1.239361902475357
2,400,1.1849575185775756
3,100,1.1171816444396974
3,200,1.1374059182405472
3,300,1.1662552577257157
3,400,1.0687160301208496
4,100,1.0673255836963653
4,200,1.0727628090977668
4,300,1.034355125427246
4,400,0.9918722620606423
5,100,0.9870897680521011
5,200,1.0173695909976959
5,300,1.0097597754001617
5,400,1.0337167090177537
6,100,0.9744950616359711
6,200,0.9901064401865005
6,300,0.9669981026649475
6,400,0.9794998744130134
7,100,0.9208296298980713
7,200,0.9431508386135101
7,300,0.9306086736917496
7,400,0.9693436023592948
8,100,0.8829338905215264
8,200,0.9149082496762275
8,300,0.9057659965753555
8,400,0.9412209969758988
9,100,0.8528379929065705
9,200,0.8580087402462959
9,300,0.8701397222280502
9,400,0.8968363815546035
10,100,0.873579441010952
10,200,0.8495838141441345
10,300,0.8753580772876739
10,400,0.864924823641777
