1,100,1.2894920796155929
1,200,1.1390244603157043
1,300,1.1076064383983613
1,400,1.1116480839252472
2,100,1.0079474943876265
2,200,0.9972274923324584
2,300,0.9682098269462586
2,400,0.9526487180590629
3,100,0.8699629172682762
3,200,0.8821162128448486
3,300,0.8783980533480644
3,400,0.8649431145191193
4,100,0.7630630269646644
4,200,0.7939569771289825
4,300,0.8212262016534805
4,400,0.7762927874922753
5,100,0.69111795514822
5,200,0.704888201802969
5,300,0.6889830216765404
5,400,0.6745044454932213
6,100,0.5728007693588734
6,200,0.5770943088829518
6,300,0.5956064541637898
6,400,0.5595209534466267
7,100,0.4575323959439993
7,200,0.4953621384501457
7,300,0.5023407563567162
7,400,0.510531693994999
8,100,0.38820628702640536
8,200,0.3914730463922024
8,300,0.39072918847203253
8,400,0.3987985284626484
9,100,0.2835587779060006
9,200,0.3017136877775192
9,300,0.34469518549740313
9,400,0.31186877146363257
10,100,0.1995973787456751
10,200,0.2450742529332638
10,300,0.2626682618446648
10,400,0.26639032032340765
